iter	RMSE
203	0.02630805274
204	0.02616920734
205	0.02604139584
206	0.02590600721
207	0.02577979953
208	0.02564773217
209	0.02553627769
210	0.02542116925
211	0.02529584529
212	0.02517604783
213	0.02505431274
214	0.02494354462
215	0.0248445907
216	0.02471171318
217	0.02457936817
218	0.02446550116
219	0.02435132489
220	0.02421162274
221	0.02408114
222	0.02394596826
223	0.02384104742
224	0.02373025538
225	0.02361943649
226	0.02350292085
227	0.02339138997
228	0.02328854205
229	0.02317194181
230	0.02305059789
231	0.02293121349
232	0.02283285443
233	0.02274255383
234	0.02264300542
235	0.02253449176
236	0.02243996627
237	0.02231891995
238	0.02222666274
239	0.02212594142
240	0.02202401622
241	0.02191134205
242	0.0218066514
243	0.02170704053
244	0.02161306065
245	0.02150565277
246	0.0214278567
247	0.0213312589
248	0.02123630818
249	0.02113989216
250	0.0210371082
251	0.02093282015
252	0.02082578172
253	0.02073769219
254	0.02065255722
255	0.02056525563
256	0.02047188603
257	0.02038172691
258	0.02030263255
259	0.02019945238
260	0.02011386295
261	0.02004858762
262	0.01996145473
263	0.01988708317
264	0.01980124013
265	0.0197236595
266	0.01962331419
267	0.01952682287
268	0.01944493446
269	0.01934748421
270	0.01926448465
271	0.01919472572
272	0.01911706295
273	0.01903465916
274	0.01895172155
275	0.01887295569
276	0.01878693773
277	0.01871010869
278	0.01862931556
279	0.01856016639
280	0.01848229917
281	0.01840614525
282	0.01832909192
283	0.01825098319
284	0.01817410618
285	0.01809258628
286	0.01802729856
287	0.01795421097
288	0.01786963838
289	0.01779701492
290	0.01773197965
291	0.01766177069
292	0.01758304168
293	0.01750923787
294	0.01743787361
295	0.01735974584
296	0.01728047067
297	0.01720453196
298	0.01713252655
299	0.01707363146
300	0.01700630241
301	0.01694787213
302	0.01687895517
303	0.01681332889
304	0.01675963125
305	0.01669810157
306	0.01663018217
307	0.01656241798
308	0.01649538966
309	0.01643704714
310	0.0163743211
311	0.01630565238
312	0.01623968719
313	0.01617755203
314	0.01611583295
315	0.01605800024
316	0.01599366035
317	0.01593921405
318	0.01587878962
319	0.01582745721
320	0.01577490176
321	0.01571228222
322	0.01564615319
323	0.01559015594
324	0.0155349427
325	0.01547119187
326	0.01540579417
327	0.01534343513
328	0.01528251107
329	0.01524409011
330	0.01519507463
331	0.01513888055
332	0.01508740038
333	0.01503806335
334	0.01499565186
335	0.01493933889
336	0.01488481313
337	0.01484365002
338	0.01480050558
339	0.01475598753
340	0.01470587447
341	0.01466343953
342	0.01460684163
343	0.01456421133
344	0.01451532123
345	0.01446117858
346	0.01441623379
347	0.01436982083
348	0.0143164024
349	0.01427073747
350	0.01422101326
351	0.01417189664
352	0.01413441277
353	0.01409208813
354	0.0140335603
355	0.01398365317
356	0.01392927673
357	0.01388735715
358	0.01384322908
359	0.01379828177
360	0.01375277371
361	0.01370761238
362	0.01365920099
363	0.01361173339
364	0.01357149372
365	0.01352306232
366	0.01347681653
367	0.01343367198
368	0.01339158749
369	0.01335387223
370	0.01331067453
371	0.01326955107
372	0.01323594831
373	0.01319658149
374	0.01315887688
375	0.01312541201
376	0.01308089037
377	0.01304276252
378	0.01299703403
379	0.01297039574
380	0.01293529262
381	0.01290421069
382	0.0128624629
383	0.01282675675
384	0.01278177322
385	0.01274797783
386	0.01271168184
387	0.01267695386
388	0.01264384973
389	0.0126093864
390	0.01256572328
391	0.01253376434
392	0.01250253095
393	0.01246179877
394	0.01242840583
395	0.01238378953
396	0.01235283812
397	0.0123147023
398	0.01228345562
399	0.01225335348
400	0.0122207904
401	0.01218336481
402	0.01214575094
403	0.01211162606
404	0.01207995842
405	0.01204674079
406	0.01200613341
407	0.01197712705
408	0.01194621975
409	0.01191519692
410	0.01188039538
411	0.01184306259
412	0.01181370032
413	0.01178251053
414	0.01174706607
415	0.01171557099
416	0.01168119904
417	0.01165269022
418	0.01162398661
419	0.0115936682
420	0.01156765145
421	0.01152963945
422	0.01149728299
423	0.01147163672
424	0.01144199803
425	0.01140981374
426	0.01138589915
427	0.01135917036
428	0.01132478416
429	0.01129011024
430	0.011265637
431	0.01122993475
432	0.01119727971
433	0.01117248845
434	0.01114317249
435	0.01111997986
436	0.01109065698
437	0.01105766288
438	0.01103393834
439	0.01100578455
440	0.01098122886
441	0.01095648834
442	0.01092693418
443	0.01089760473
444	0.0108671654
445	0.01083972469
446	0.01081472911
447	0.01078569598
448	0.01075462267
449	0.01072955358
450	0.01070458039
451	0.01067215565
452	0.01064780612
453	0.01062321582
454	0.01059830391
455	0.01057249511
456	0.01054834837
457	0.01051775359
458	0.01048654715
459	0.01045624284
460	0.01043163291
461	0.01040921986
462	0.01038364678
463	0.01035102895
464	0.01032918951
465	0.01030469364
466	0.01027841286
467	0.01024782892
468	0.01022295932
469	0.01019794615
470	0.0101797101
471	0.01014634634
472	0.01012030698
473	0.0100884985
474	0.01006598314
475	0.01004010618
476	0.01001761216
477	0.009990380148
478	0.009971737642
479	0.009945200441
480	0.009918183354
481	0.009897047015
482	0.009880885189
483	0.009867753537
484	0.00984138846
485	0.009811921774
486	0.009788355117
487	0.00976811027
488	0.009749472391
489	0.009728114544
490	0.009707597811
491	0.009687188211
492	0.009666444798
493	0.009644395138
494	0.009619356923
495	0.009590895579
496	0.00956687742
497	0.009540086421
498	0.009523871022
499	0.009498292199
500	0.009470188209
501	0.009450695724
502	0.009426588703
503	0.009407417267
504	0.00938217589
505	0.009356092765
506	0.009335341566
507	0.009314683452
508	0.009287006653
509	0.009269666393
510	0.009250626028
511	0.00922939223
512	0.009208257937
513	0.009188800321
514	0.009167272494
515	0.009146879799
516	0.009128071336
517	0.009110172676
518	0.009092751906
519	0.009072421501
520	0.00904290224
521	0.00901707275
522	0.008996826198
523	0.008977055143
524	0.008960411769
525	0.008937668364
526	0.008917347501
527	0.008898093095
528	0.008878282381
529	0.008853461671
530	0.008838894308
531	0.00882224771
532	0.008802912987
533	0.008783653499
534	0.008766931499
535	0.008742218135
536	0.008720778396
537	0.008702536963
538	0.008687410632
539	0.008674038841
540	0.008651554399
541	0.008633559905
542	0.008613423625
543	0.008592696087
544	0.008573239054
545	0.008554775904
546	0.008538412018
547	0.008519998982
548	0.008497830577
549	0.0084834542
550	0.00846171319
551	0.008446885277
552	0.008433146311
553	0.008418898023
554	0.008396192231
555	0.008373851565
556	0.008355965274
557	0.008335700049
558	0.00831460981
559	0.008303861919
560	0.008288010325
561	0.008274424919
562	0.008253789405
563	0.008237761845
564	0.008221454756
565	0.008203657549
566	0.008185687894
567	0.008173011521
568	0.008157109084
569	0.008139122994
570	0.008123623027
571	0.008102362302
572	0.008083486332
573	0.008067566465
574	0.008049608697
575	0.008033946167
576	0.008014913741
577	0.00800075348
578	0.007984543919
579	0.007966115293
580	0.007948604663
581	0.007934334079
582	0.00792039986
583	0.007908129292
584	0.007893358025
585	0.007874602434
586	0.007856746663
587	0.007839910844
588	0.007823079226
589	0.00780688086
590	0.00779588164
591	0.007780499489
592	0.007762565189
593	0.007747870767
594	0.007729942745
595	0.00771225535
596	0.00769760035
597	0.007680983813
598	0.007666110537
599	0.00765320323
600	0.007638570573
601	0.007622061444
602	0.007607800119
603	0.007593696745
604	0.007578523578
605	0.007564586576
606	0.007549158882
607	0.007534970562
608	0.007521233113
609	0.007507818047
610	0.007494078866
611	0.007479538171
612	0.007464529707
613	0.007449171086
614	0.00743253797
615	0.007419037409
616	0.007406289241
617	0.007391404455
618	0.007372306723
619	0.007360648384
620	0.007346646879
621	0.007334673848
622	0.007319251392
623	0.007302846359
624	0.007293004519
625	0.00728035436
626	0.007271034698
627	0.007256152415
628	0.007244054635
629	0.007233264426
630	0.007218880319
631	0.007206145395
632	0.007192542249
633	0.007181272982
634	0.00716252946
635	0.007150482711
636	0.007138517347
637	0.007127620148
638	0.007115585966
639	0.007106186983
640	0.007094221987
641	0.007080407707
642	0.007066556998
643	0.007058484768
644	0.007048849015
645	0.007035554833
646	0.007026288808
647	0.00701121807
648	0.006998010621
649	0.006987419635
650	0.0069760712
651	0.006964169635
652	0.006950971687
653	0.006940881347
654	0.006925353746
655	0.006910919289
656	0.00689346932
657	0.006880039149
658	0.006868820699
659	0.006858765165
660	0.006847876885
661	0.006836852003
662	0.006824152997
663	0.006814121557
664	0.006803214173
665	0.006788011656
666	0.00677624621
667	0.006767364152
668	0.006754000646
669	0.006743158105
670	0.006729398715
671	0.006714228818
672	0.006704335062
673	0.00669465178
674	0.006678524758
675	0.006668851346
676	0.006660099375
677	0.006644052017
678	0.006630428131
679	0.006618538222
680	0.006608420103
681	0.006596932627
682	0.006587704758
683	0.006577967917
684	0.00656831763
685	0.006556973787
686	0.006548388121
687	0.006538778688
688	0.006526117014
689	0.006519322998
690	0.00650894696
691	0.006498912826
692	0.006492119308
693	0.006481710917
694	0.006474071558
695	0.006461645345
696	0.006452989056
697	0.00644236467
698	0.006434264692
699	0.00642083885
700	0.00641062079
701	0.00640018128
702	0.006391525344
703	0.006385102113
704	0.006372888887
705	0.006366542028
706	0.006356613067
707	0.00634697746
708	0.006333984915
709	0.006326329366
710	0.00631737376
711	0.006304534416
712	0.006296712631
713	0.006285616605
714	0.006277116105
715	0.006269550863
716	0.006258158147
717	0.006252203192
718	0.006244164525
719	0.006235569105
720	0.006227458568
721	0.006221524111
722	0.006210401626
723	0.006203225976
724	0.006193480106
725	0.006184282792
726	0.006174011629
727	0.006163609117
728	0.006156714793
729	0.006143713367
730	0.006133765879
731	0.006126843077
732	0.006120750423
733	0.006113580867
734	0.006105914218
735	0.006096946779
736	0.006085587754
737	0.006073044325
738	0.006064730393
739	0.006056796607
740	0.006051166659
741	0.006042831352
742	0.006033891008
743	0.006023220922
744	0.006011362247
745	0.006006235976
746	0.005996184175
747	0.005989297417
748	0.005982474819
749	0.00597010185
750	0.005961900396
751	0.005954747876
752	0.005943475096
753	0.005936959974
754	0.005924876505
755	0.005919565284
756	0.005915144654
757	0.005907976996
758	0.005900316459
759	0.005891590564
760	0.005879738954
761	0.005872781195
762	0.005867603002
763	0.005855896808
764	0.005850779009
765	0.005843481506
766	0.005838511849
767	0.005826949747
768	0.005820340447
769	0.005813788739
770	0.00580729415
771	0.005794351227
772	0.005787915235
773	0.005783087906
774	0.005778236962
775	0.005765884172
776	0.00576111603
777	0.00575689167
778	0.005745659742
779	0.005737159535
780	0.00572904065
781	0.005725383761
782	0.005719069566
783	0.005708974645
784	0.00569790049
785	0.005686809496
786	0.005678898003
787	0.005674267532
788	0.005670361337
789	0.005665728353
790	0.005658446306
791	0.005647603769
792	0.005641436149
793	0.005631657714
794	0.005623862761
795	0.005619795513
796	0.005612471342
797	0.005608564598
798	0.005596237022
799	0.005590139298
800	0.005582574368
801	0.005574705063
802	0.005571236311
803	0.005566637785
804	0.005561377936
805	0.005555339982
806	0.005550899253
807	0.005544916113
808	0.005538985402
809	0.005533756617
810	0.0055278716
811	0.005523373451
812	0.005510780111
813	0.005503375152
814	0.005490956937
815	0.005478703736
816	0.005473587566
817	0.005469173702
818	0.005465583355
819	0.005461202535
820	0.005456185503
821	0.005449431775
822	0.005440782056
823	0.005437108361
824	0.005427114836
825	0.005420826917
826	0.005415069857
827	0.005408390677
828	0.005404764844
829	0.005399065426
830	0.005393416095
831	0.005389307877
832	0.005380880676
833	0.005375123167
834	0.005370926431
835	0.005367775153
836	0.005362161312
837	0.005353808459
838	0.005350342826
839	0.005342079125
840	0.005337966989
841	0.005334736121
842	0.005329140533
843	0.005323098549
844	0.00531312715
845	0.005301469301
846	0.005296746066
847	0.005287045839
848	0.005281515857
849	0.005277647194
850	0.005274231576
851	0.005270901319
852	0.005261551493
853	0.005258560632
854	0.005251107638
855	0.005245837759
856	0.005237300481
857	0.005228878078
858	0.005221124297
859	0.005218112208
860	0.005214882164
861	0.005212933427
862	0.005201662976
863	0.005198693566
864	0.005190379259
865	0.005187084236
866	0.005175999815
867	0.005169251302
868	0.005167336183
869	0.005164415993
870	0.005160793716
871	0.00515349775
872	0.00514807451
873	0.00514522888
874	0.005142133568
875	0.005133978562
876	0.005127084497
877	0.005119023175
878	0.00510823544
879	0.005100218981
880	0.005094855228
881	0.00509205037
882	0.005085469685
883	0.005077531955
884	0.005070767495
885	0.005064419174
886	0.005061335161
887	0.005058563235
888	0.005049787961
889	0.005047037823
890	0.005040359057
891	0.005037628229
892	0.005034826342
893	0.005024752615
894	0.005017000538
895	0.005014006173
896	0.005007416439
897	0.00500088293
898	0.004995362556
899	0.00498684322
900	0.004984094323
901	0.004977631099
902	0.004972609461
903	0.004962393945
904	0.004960603717
905	0.004955220623
906	0.004951774342
907	0.004948043
908	0.004945327607
909	0.004939038246
910	0.004935625293
911	0.00493033728
912	0.004924140179
913	0.004920490305
914	0.004915114186
915	0.004910450302
916	0.00490867328
917	0.004905046357
918	0.004902360195
919	0.004899530371
920	0.004896873669
921	0.004892415602
922	0.004887263171
923	0.004884630028
924	0.004881288621
925	0.004877972679
926	0.004874391094
927	0.004869293924
928	0.004863302953
929	0.004860017517
930	0.00485498848
931	0.004849084767
932	0.004847342984
933	0.004841487328
934	0.00483794997
935	0.004832970334
936	0.004829720345
937	0.004826214555
938	0.004823446299
939	0.004817715741
940	0.004812820798
941	0.004810070423
942	0.004806867687
943	0.00480342352
944	0.004798656002
945	0.004795309647
946	0.004789754526
947	0.004787984777
948	0.004783297312
949	0.00478000432
950	0.004774460887
951	0.004772727181
952	0.004766783183
953	0.004765033583
954	0.004761899526
955	0.00476025547
956	0.004758545506
957	0.004752694291
958	0.00474815364
959	0.004745057266
960	0.004743433439
961	0.004738774247
962	0.004734149131
963	0.004732440168
964	0.004730822942
965	0.004727758842
966	0.004722444039
967	0.004717959934
968	0.004714923277
969	0.004709605267
970	0.004707923708
971	0.004703425737
972	0.004701756917
973	0.004700098584
974	0.004698450671
975	0.00469546231
976	0.004693860172
977	0.004689399361
978	0.004687802508
979	0.004682661092
980	0.004677561674
981	0.004674605024
982	0.004670307377
983	0.004668691325
984	0.00466708542
985	0.004665489597
986	0.004662572177
987	0.004660987642
988	0.004655883751
989	0.004654306528
990	0.004649321432
991	0.004644377104
992	0.004642810029
993	0.00464125278
994	0.004636349143
995	0.004634801782
996	0.004633264117
997	0.004627649945
998	0.00462278787
999	0.004617363194
